name: 15be5c49-5377-4757-a408-8150fac602eb num_items: 20002
token, class_id, token_value, token_tf, token_df
4,5, @default_class, 3.6502580769592896e-05, 102.0, 93.0
пища, @default_class, 9.662447700975463e-05, 270.0, 143.0
итальянский, @default_class, 0.00032279733568429947, 902.0, 464.0
4133, @default_class, 3.435536928009242e-05, 96.0, 96.0
сериал, @default_class, 0.0002887998416554183, 807.0, 245.0
степь, @default_class, 6.477418355643749e-05, 181.0, 146.0
сан-франциско, @default_class, 2.7555868655326776e-05, 77.0, 57.0
собирательство, @default_class, 1.860915836005006e-05, 52.0, 52.0
возглавить, @default_class, 0.00017106111044995487, 478.0, 368.0
600, @default_class, 6.298484368016943e-05, 176.0, 157.0
пересыхать, @default_class, 2.147210580005776e-05, 60.0, 60.0
грузовой, @default_class, 7.228942558867857e-05, 202.0, 109.0
выпускаться, @default_class, 0.00010091889998875558, 282.0, 190.0
140, @default_class, 2.9703080144827254e-05, 83.0, 77.0
очередь, @default_class, 0.00022330990759655833, 624.0, 515.0
круг, @default_class, 0.00023547743330709636, 658.0, 371.0
архитектурный, @default_class, 9.555087308399379e-05, 267.0, 156.0
of, @default_class, 0.0004083278763573617, 1141.0, 518.0
сдаться, @default_class, 3.435536928009242e-05, 96.0, 80.0
азиатский, @default_class, 2.648226472956594e-05, 74.0, 56.0
тёмный, @default_class, 7.05000784364529e-05, 197.0, 153.0
метро, @default_class, 5.403813338489272e-05, 151.0, 91.0
какой-то, @default_class, 7.33630295144394e-05, 205.0, 184.0
императорский, @default_class, 0.0001828707754611969, 511.0, 312.0
выделение, @default_class, 5.010158201912418e-05, 140.0, 114.0
бояться, @default_class, 2.0398500055307522e-05, 57.0, 52.0
прибытие, @default_class, 5.153305392013863e-05, 144.0, 107.0
полоса, @default_class, 0.0001749976654537022, 489.0, 284.0
мировой, @default_class, 0.0005979981506243348, 1671.0, 1102.0
бюджет, @default_class, 4.938584243063815e-05, 138.0, 85.0
предыдущий, @default_class, 0.00015030473878141493, 420.0, 344.0
хотеть, @default_class, 0.00026374903973191977, 737.0, 500.0
переработка, @default_class, 3.1134553864831105e-05, 87.0, 70.0
ваш, @default_class, 3.256602940382436e-05, 91.0, 57.0
страница, @default_class, 8.624629117548466e-05, 241.0, 173.0
поместье, @default_class, 3.507110523059964e-05, 98.0, 63.0
1893, @default_class, 4.902797445538454e-05, 137.0, 114.0
телефон, @default_class, 4.1154871723847464e-05, 115.0, 84.0
разбитый, @default_class, 5.189092189539224e-05, 145.0, 127.0
45, @default_class, 8.946711022872478e-05, 250.0, 227.0
упоминать, @default_class, 5.8690424339147285e-05, 164.0, 137.0
обслуживание, @default_class, 6.620566273340955e-05, 185.0, 133.0
км/ча, @default_class, 4.902797445538454e-05, 137.0, 59.0
верить, @default_class, 3.1134553864831105e-05, 87.0, 68.0
возможный, @default_class, 0.00019038601021748036, 532.0, 423.0
предварительно, @default_class, 2.2903579520061612e-05, 64.0, 62.0
зачислить, @default_class, 4.938584243063815e-05, 138.0, 115.0
биология, @default_class, 2.4692921215319075e-05, 69.0, 55.0
учредить, @default_class, 5.260666148387827e-05, 147.0, 133.0
плен, @default_class, 0.00013420065806712955, 375.0, 270.0
формировать, @default_class, 2.9703080144827254e-05, 83.0, 67.0
животное, @default_class, 0.00032315519638359547, 903.0, 345.0
пособие, @default_class, 4.1154871723847464e-05, 115.0, 78.0
rock, @default_class, 2.8987342375330627e-05, 81.0, 58.0
розыгрыш, @default_class, 6.727926665917039e-05, 188.0, 149.0
4142, @default_class, 3.6144712794339284e-05, 101.0, 100.0
сборник, @default_class, 0.00014887326688040048, 416.0, 270.0
ум, @default_class, 0.00014851540618110448, 415.0, 222.0
верность, @default_class, 2.6840132704819553e-05, 75.0, 61.0
залив, @default_class, 0.00016784029139671475, 469.0, 252.0
торговый, @default_class, 0.00019289109332021326, 539.0, 313.0
содействие, @default_class, 5.3680265409639105e-05, 150.0, 121.0
следовательно, @default_class, 3.829192428383976e-05, 107.0, 93.0
предприниматель, @default_class, 5.010158201912418e-05, 140.0, 93.0
филипп, @default_class, 0.00013706361642107368, 383.0, 149.0
современник, @default_class, 3.041881791432388e-05, 85.0, 74.0
тридцать, @default_class, 3.3639633329585195e-05, 94.0, 84.0
1822, @default_class, 2.2903579520061612e-05, 64.0, 55.0
поэзия, @default_class, 4.8670106480130926e-05, 136.0, 82.0
легендарный, @default_class, 2.6124394935322925e-05, 73.0, 68.0
э, @default_class, 0.0004276527906768024, 1195.0, 405.0
придворный, @default_class, 3.077668588957749e-05, 86.0, 65.0
легенда, @default_class, 8.052039629546925e-05, 225.0, 162.0
уездный, @default_class, 5.833255636389367e-05, 163.0, 118.0
неудачно, @default_class, 3.041881791432388e-05, 85.0, 81.0
погибший, @default_class, 4.8312238504877314e-05, 135.0, 127.0
ехать, @default_class, 4.1154871723847464e-05, 115.0, 91.0
управа, @default_class, 6.942647451069206e-05, 194.0, 79.0
1891, @default_class, 5.761681677540764e-05, 161.0, 135.0
швеция, @default_class, 0.00011308642569929361, 316.0, 218.0
смертный, @default_class, 3.435536928009242e-05, 96.0, 69.0
дума, @default_class, 0.00010056103201350197, 281.0, 119.0
юбилей, @default_class, 2.361931728955824e-05, 66.0, 59.0
переиздать, @default_class, 2.147210580005776e-05, 60.0, 55.0
предполагаться, @default_class, 8.76777630764991e-05, 245.0, 209.0
2012, @default_class, 0.00037576185422949493, 1050.0, 650.0
внутрь, @default_class, 2.8271606424823403e-05, 79.0, 57.0
разница, @default_class, 2.8271606424823403e-05, 79.0, 70.0
собственно, @default_class, 5.3322397434385493e-05, 149.0, 137.0
автоматически, @default_class, 4.0797000110615045e-05, 114.0, 87.0
удаться, @default_class, 0.00036001563421450555, 1006.0, 679.0
ручной, @default_class, 3.6502580769592896e-05, 102.0, 81.0
образец, @default_class, 0.00015638850163668394, 437.0, 287.0
войско, @default_class, 0.0011018769582733512, 3079.0, 949.0
заслужить, @default_class, 0.00017249258235096931, 482.0, 383.0
испытание, @default_class, 0.00013455853331834078, 376.0, 199.0
первоначально, @default_class, 0.00017821848450694233, 498.0, 447.0
заканчиваться, @default_class, 5.6185344874393195e-05, 157.0, 144.0
турист, @default_class, 3.041881791432388e-05, 85.0, 61.0
оставлять, @default_class, 5.6185344874393195e-05, 157.0, 148.0
планирование, @default_class, 3.471323725534603e-05, 97.0, 60.0
холм, @default_class, 6.7637134634424e-05, 189.0, 131.0
1918, @default_class, 0.000270906399236992, 757.0, 472.0
1500, @default_class, 6.119550380390137e-05, 171.0, 140.0
статистический, @default_class, 4.5807159040123224e-05, 128.0, 82.0
охрана, @default_class, 0.00018788092711474746, 525.0, 351.0
европа, @default_class, 0.0005461072432808578, 1526.0, 1054.0
расти, @default_class, 0.0001431473792763427, 400.0, 315.0
столкнуться, @default_class, 5.189092189539224e-05, 145.0, 127.0
недостаточно, @default_class, 3.3997501304838806e-05, 95.0, 89.0
прошлый, @default_class, 8.875137427821755e-05, 248.0, 219.0
универсальный, @default_class, 2.791373844956979e-05, 78.0, 61.0
полномочие, @default_class, 8.230974344769493e-05, 230.0, 164.0
плато, @default_class, 4.4017819163855165e-05, 123.0, 56.0
ожидать, @default_class, 2.361931728955824e-05, 66.0, 61.0
далёкий, @default_class, 6.978434248594567e-05, 195.0, 166.0
ленинград, @default_class, 0.00012740115926135331, 356.0, 216.0
наземный, @default_class, 2.6124394935322925e-05, 73.0, 59.0
деньга, @default_class, 0.00018680733046494424, 522.0, 355.0
валерий, @default_class, 7.228942558867857e-05, 202.0, 124.0
чеченский, @default_class, 4.3659947550622746e-05, 122.0, 79.0
сохраняться, @default_class, 4.6165027015376836e-05, 129.0, 116.0
подземный, @default_class, 4.8312238504877314e-05, 135.0, 100.0
приз, @default_class, 8.696202712599188e-05, 243.0, 176.0
воля, @default_class, 5.3680265409639105e-05, 150.0, 117.0
поколение, @default_class, 0.00012740115926135331, 356.0, 199.0
отойти, @default_class, 6.727926665917039e-05, 188.0, 166.0
шасси, @default_class, 6.7637134634424e-05, 189.0, 97.0
хан, @default_class, 6.226910772966221e-05, 174.0, 71.0
базироваться, @default_class, 3.292389737907797e-05, 92.0, 87.0
занятый, @default_class, 7.62259733164683e-05, 213.0, 181.0
речь, @default_class, 0.0001520940859336406, 425.0, 287.0
грозный, @default_class, 3.721831672010012e-05, 104.0, 69.0
царь, @default_class, 0.0002165104087907821, 605.0, 262.0
проведение, @default_class, 0.0002680434554349631, 749.0, 482.0
70-й, @default_class, 3.3639633329585195e-05, 94.0, 85.0
вице-президент, @default_class, 6.370057963067666e-05, 178.0, 146.0
вокруг, @default_class, 0.0002036271325778216, 569.0, 452.0
черта, @default_class, 0.00011952805652981624, 334.0, 272.0
племя, @default_class, 0.0001324113254668191, 370.0, 176.0
продажа, @default_class, 0.00018466010806150734, 516.0, 336.0
царство, @default_class, 9.948742808774114e-05, 278.0, 133.0
захватить, @default_class, 0.00026124395662918687, 730.0, 435.0
53, @default_class, 3.578684481908567e-05, 100.0, 93.0
литовский, @default_class, 0.00010664479486877099, 298.0, 131.0
81, @default_class, 2.0756369849550538e-05, 58.0, 58.0
указывать, @default_class, 0.00011666511272778735, 326.0, 250.0
княжество, @default_class, 9.805594891076908e-05, 274.0, 138.0
недовольство, @default_class, 3.292389737907797e-05, 92.0, 82.0
м/ж, @default_class, 0.00011201282177353278, 313.0, 313.0
насчитывать, @default_class, 7.443663344020024e-05, 208.0, 181.0
коатуа, @default_class, 0.0004867010866291821, 1360.0, 1360.0
появиться, @default_class, 0.0005110361380502582, 1428.0, 1006.0
независимо, @default_class, 6.477418355643749e-05, 181.0, 173.0
жизни», @default_class, 2.8629474400077015e-05, 80.0, 68.0
поселковый, @default_class, 4.22284756496083e-05, 118.0, 96.0
170, @default_class, 2.111423782480415e-05, 59.0, 57.0
исток, @default_class, 6.584779475815594e-05, 184.0, 164.0
декоративный, @default_class, 2.2903579520061612e-05, 64.0, 54.0
боковой, @default_class, 7.765745249344036e-05, 217.0, 124.0
требование, @default_class, 0.0001828707754611969, 511.0, 362.0
команда, @default_class, 0.0013964026002213359, 3902.0, 1345.0
выдвинуть, @default_class, 3.6502580769592896e-05, 102.0, 86.0
гоночный, @default_class, 5.010158201912418e-05, 140.0, 125.0
камень, @default_class, 0.00014171590737532824, 396.0, 264.0
америка, @default_class, 0.000258381012827158, 722.0, 504.0
рыба, @default_class, 0.00014851540618110448, 415.0, 196.0
подводный, @default_class, 0.000135632129968144, 379.0, 126.0
пейзаж, @default_class, 3.6502580769592896e-05, 102.0, 66.0
преподобный, @default_class, 4.759650255437009e-05, 133.0, 52.0
нквд, @default_class, 3.542897684383206e-05, 99.0, 56.0
приказ, @default_class, 0.0002089951594825834, 584.0, 380.0
вагон, @default_class, 0.00016318800044246018, 456.0, 86.0
юго-западный, @default_class, 0.00010199250391451642, 285.0, 231.0
пользоваться, @default_class, 0.00015638850163668394, 437.0, 369.0
v, @default_class, 0.00012203313963254914, 341.0, 208.0
деятель, @default_class, 0.0002866526192519814, 801.0, 675.0
жёлтый, @default_class, 9.626660903450102e-05, 269.0, 182.0
космический, @default_class, 0.00010056103201350197, 281.0, 118.0
стоимость, @default_class, 0.00011237068974878639, 314.0, 196.0
транспорт, @default_class, 0.00014851540618110448, 415.0, 230.0
альтернативный, @default_class, 2.8987342375330627e-05, 81.0, 63.0
бывать, @default_class, 5.546960892388597e-05, 155.0, 139.0
университетский, @default_class, 2.8271606424823403e-05, 79.0, 64.0
классический, @default_class, 0.0001599671959411353, 447.0, 335.0
доклад, @default_class, 5.224878987064585e-05, 146.0, 102.0
iii, @default_class, 0.00031599783687852323, 883.0, 438.0
делегат, @default_class, 3.0060948120080866e-05, 84.0, 52.0
шахта, @default_class, 3.149242184008472e-05, 88.0, 66.0
юность, @default_class, 1.8251290384796448e-05, 51.0, 51.0
субъект, @default_class, 3.185028981533833e-05, 89.0, 58.0
сохранение, @default_class, 0.00010950773867079988, 306.0, 244.0
шерсть, @default_class, 3.793405267060734e-05, 106.0, 66.0
партийный, @default_class, 0.00010950773867079988, 306.0, 179.0
стадия, @default_class, 0.00013097985356580466, 366.0, 238.0
предприятие, @default_class, 0.0003177871694788337, 888.0, 430.0
невозможность, @default_class, 2.2903579520061612e-05, 64.0, 58.0
поведение, @default_class, 0.00011917018855456263, 333.0, 196.0
поскольку, @default_class, 0.0003714674385264516, 1038.0, 703.0
персидский, @default_class, 3.829192428383976e-05, 107.0, 65.0
регион, @default_class, 0.00033102830639109015, 925.0, 624.0
элемент, @default_class, 0.0003188607806805521, 891.0, 526.0
единственный, @default_class, 0.00042622131877578795, 1191.0, 967.0
хельсинки, @default_class, 3.471323725534603e-05, 97.0, 83.0
охота, @default_class, 6.692139868391678e-05, 187.0, 132.0
обширный, @default_class, 5.582747689913958e-05, 156.0, 145.0
поворот, @default_class, 6.978434248594567e-05, 195.0, 64.0
питание, @default_class, 8.159400022123009e-05, 228.0, 166.0
прилегать, @default_class, 2.6124394935322925e-05, 73.0, 66.0
тропический, @default_class, 9.626660903450102e-05, 269.0, 84.0
приезжать, @default_class, 5.940616028965451e-05, 166.0, 137.0
гораздо, @default_class, 5.8690424339147285e-05, 164.0, 146.0
примерно, @default_class, 0.00025158151402138174, 703.0, 539.0
увеличиваться, @default_class, 3.0060948120080866e-05, 84.0, 65.0
лагерь, @default_class, 0.00020541647973004729, 574.0, 242.0
наследие, @default_class, 0.00012203313963254914, 341.0, 220.0
доктор, @default_class, 0.0002887998416554183, 807.0, 415.0
миллион, @default_class, 0.00018466010806150734, 516.0, 342.0
1839, @default_class, 2.8629474400077015e-05, 80.0, 64.0
аргентина, @default_class, 9.698234498500824e-05, 271.0, 175.0
палец, @default_class, 3.721831672010012e-05, 104.0, 81.0
…, @default_class, 7.33630295144394e-05, 205.0, 102.0
ключевой, @default_class, 7.908892439445481e-05, 221.0, 179.0
штаб, @default_class, 0.0002676855947356671, 748.0, 349.0
дания, @default_class, 6.441631558118388e-05, 180.0, 122.0
читать, @default_class, 8.44569512992166e-05, 236.0, 196.0
финляндия, @default_class, 0.00014565244782716036, 407.0, 228.0
вспомогательный, @default_class, 3.8649792259093374e-05, 108.0, 88.0
головной, @default_class, 4.473355511436239e-05, 125.0, 87.0
7, @default_class, 0.0006527520017698407, 1824.0, 1412.0
ареал, @default_class, 4.3659947550622746e-05, 122.0, 99.0
география, @default_class, 3.8649792259093374e-05, 108.0, 55.0
достопримечательность, @default_class, 4.294421160011552e-05, 120.0, 111.0
playstation, @default_class, 5.546960892388597e-05, 155.0, 63.0
двинуться, @default_class, 3.829192428383976e-05, 107.0, 76.0
85, @default_class, 4.5091423089616e-05, 126.0, 113.0
заведовать, @default_class, 0.0001299062423640862, 363.0, 249.0
бразильский, @default_class, 3.292389737907797e-05, 92.0, 70.0
пенсия, @default_class, 5.189092189539224e-05, 145.0, 94.0
потенциал, @default_class, 3.185028981533833e-05, 89.0, 70.0
волга, @default_class, 4.1154871723847464e-05, 115.0, 72.0
страх, @default_class, 3.757618469535373e-05, 105.0, 74.0
1847, @default_class, 2.4692921215319075e-05, 69.0, 64.0
культурный, @default_class, 0.0001971855090232566, 551.0, 360.0
придерживаться, @default_class, 3.8649792259093374e-05, 108.0, 97.0
агент, @default_class, 0.00010664479486877099, 298.0, 182.0
коростенский, @default_class, 8.517268724972382e-05, 238.0, 107.0
напасть, @default_class, 4.3302079575369135e-05, 121.0, 94.0
средневековье, @default_class, 2.7555868655326776e-05, 77.0, 67.0
светлый, @default_class, 3.9007660234346986e-05, 109.0, 92.0
церковь, @default_class, 0.0010009580291807652, 2797.0, 929.0
га, @default_class, 7.658384856767952e-05, 214.0, 107.0
дипломат, @default_class, 2.8271606424823403e-05, 79.0, 69.0
обязательный, @default_class, 3.6144712794339284e-05, 101.0, 87.0
запад, @default_class, 0.00028557900805026293, 798.0, 610.0
область.############код, @default_class, 6.513205880764872e-05, 182.0, 182.0
джим, @default_class, 2.6124394935322925e-05, 73.0, 50.0
хранение, @default_class, 5.8690424339147285e-05, 164.0, 133.0
оно, @default_class, 0.00024621348711661994, 688.0, 522.0
эра, @default_class, 3.0060948120080866e-05, 84.0, 60.0
1989, @default_class, 0.0002308251423528418, 645.0, 531.0
греция, @default_class, 0.00013670574116986245, 382.0, 298.0
противостояние, @default_class, 4.294421160011552e-05, 120.0, 110.0
противоположный, @default_class, 6.548992678290233e-05, 183.0, 166.0
корреспондент, @default_class, 3.829192428383976e-05, 107.0, 71.0
германский, @default_class, 0.00010664479486877099, 298.0, 192.0
1965, @default_class, 0.00018000781710725278, 503.0, 387.0
пояс, @default_class, 6.978434248594567e-05, 195.0, 106.0
заключить, @default_class, 0.00024120332091115415, 674.0, 415.0
сложиться, @default_class, 5.296452945913188e-05, 148.0, 136.0
религия, @default_class, 8.087826427072287e-05, 226.0, 139.0
донецкий, @default_class, 3.829192428383976e-05, 107.0, 61.0
жилой, @default_class, 0.00010950773867079988, 306.0, 209.0
корень, @default_class, 7.479450141545385e-05, 209.0, 157.0
древний, @default_class, 0.0002995358663611114, 837.0, 547.0
ан, @default_class, 7.908892439445481e-05, 221.0, 106.0
получиться, @default_class, 3.8649792259093374e-05, 108.0, 103.0
добыча, @default_class, 0.0001044975797412917, 292.0, 154.0
богатый, @default_class, 0.00014887326688040048, 416.0, 337.0
нынешний, @default_class, 7.300516153918579e-05, 204.0, 180.0
поддерживаться, @default_class, 2.791373844956979e-05, 78.0, 69.0
проспект, @default_class, 9.089858212973922e-05, 254.0, 106.0
оборонительный, @default_class, 4.6165027015376836e-05, 129.0, 89.0
150, @default_class, 9.841381688602269e-05, 275.0, 243.0
млрд, @default_class, 7.837318844394758e-05, 219.0, 98.0
1917, @default_class, 0.0002451398759149015, 685.0, 429.0
приобретение, @default_class, 2.6124394935322925e-05, 73.0, 66.0
файл, @default_class, 7.121582166291773e-05, 199.0, 75.0
соорудить, @default_class, 3.0060948120080866e-05, 84.0, 76.0
обсуждение, @default_class, 3.757618469535373e-05, 105.0, 89.0
характеристика, @default_class, 0.00010020316403824836, 280.0, 212.0
здравоохранение, @default_class, 3.292389737907797e-05, 92.0, 51.0
делегация, @default_class, 5.439600136014633e-05, 152.0, 109.0
неоднократно, @default_class, 0.00012525395140983164, 350.0, 319.0
пассажир, @default_class, 8.76777630764991e-05, 245.0, 117.0
никак, @default_class, 2.7198000680073164e-05, 76.0, 69.0
сочетание, @default_class, 5.9048292314400896e-05, 165.0, 140.0
поездка, @default_class, 8.016252832021564e-05, 224.0, 170.0
скоростной, @default_class, 5.725894880015403e-05, 160.0, 73.0
зимний, @default_class, 0.0004620081454049796, 1291.0, 690.0
яйцо, @default_class, 8.982497820397839e-05, 251.0, 127.0
выехать, @default_class, 1.896702633530367e-05, 53.0, 52.0
парк, @default_class, 0.00024657134781591594, 689.0, 295.0
кузов, @default_class, 6.727926665917039e-05, 188.0, 57.0
колония, @default_class, 0.00011702298070304096, 327.0, 180.0
линия, @default_class, 0.0006484576151706278, 1812.0, 864.0
жанр, @default_class, 0.0001524519466329366, 426.0, 287.0
1800, @default_class, 3.507110523059964e-05, 98.0, 83.0
большинство, @default_class, 0.0004333786782808602, 1211.0, 850.0
остальной, @default_class, 0.00030347242136485875, 848.0, 713.0
обязанность, @default_class, 0.00013742147712036967, 384.0, 300.0
иисус, @default_class, 5.189092189539224e-05, 145.0, 59.0
проверка, @default_class, 4.723863457911648e-05, 132.0, 109.0
ирина, @default_class, 6.155337177915499e-05, 172.0, 82.0
концерт, @default_class, 0.0002036271325778216, 569.0, 304.0
сектор, @default_class, 8.087826427072287e-05, 226.0, 153.0
мифология, @default_class, 3.9007660234346986e-05, 109.0, 90.0
преследовать, @default_class, 3.972339618485421e-05, 111.0, 96.0
ибо, @default_class, 2.9345212169573642e-05, 82.0, 70.0
письменный, @default_class, 2.397718526481185e-05, 67.0, 64.0
гитара, @default_class, 7.62259733164683e-05, 213.0, 105.0
событие, @default_class, 0.0003353227220941335, 937.0, 623.0
проект, @default_class, 0.0007830161484889686, 2188.0, 985.0
on, @default_class, 4.294421160011552e-05, 120.0, 87.0
вращение, @default_class, 3.3639633329585195e-05, 94.0, 52.0
превратиться, @default_class, 4.688076660386287e-05, 131.0, 120.0
прислать, @default_class, 6.835287058493122e-05, 191.0, 172.0
стартовать, @default_class, 5.725894880015403e-05, 160.0, 117.0
высоко, @default_class, 5.475386933539994e-05, 153.0, 140.0
просмотр, @default_class, 4.544929106486961e-05, 127.0, 90.0
избрание, @default_class, 2.8987342375330627e-05, 81.0, 62.0
корейский, @default_class, 3.578684481908567e-05, 100.0, 62.0
элизабет, @default_class, 2.8987342375330627e-05, 81.0, 51.0
xviii, @default_class, 0.0001545991690363735, 432.0, 328.0
единство, @default_class, 3.220815779059194e-05, 90.0, 62.0
перестать, @default_class, 4.187060767435469e-05, 117.0, 111.0
компонент, @default_class, 7.121582166291773e-05, 199.0, 141.0
фон, @default_class, 0.00023798251640982926, 665.0, 378.0
налог, @default_class, 6.942647451069206e-05, 194.0, 103.0
1984, @default_class, 0.00020076418877579272, 561.0, 464.0
планироваться, @default_class, 0.00010413971176603809, 291.0, 242.0
стараться, @default_class, 5.045944999437779e-05, 141.0, 122.0
президиум, @default_class, 0.00019145960686728358, 535.0, 359.0
австрийский, @default_class, 7.121582166291773e-05, 199.0, 129.0
урожай, @default_class, 2.4692921215319075e-05, 69.0, 50.0
аренда, @default_class, 9.948742808774114e-05, 278.0, 161.0
xvi, @default_class, 0.00011594936950132251, 324.0, 219.0
xi, @default_class, 5.3680265409639105e-05, 150.0, 103.0
назначаться, @default_class, 3.185028981533833e-05, 89.0, 71.0
судья, @default_class, 8.982497820397839e-05, 251.0, 143.0
венгрия, @default_class, 8.409908332396299e-05, 235.0, 144.0
описать, @default_class, 0.00014565244782716036, 407.0, 322.0
ванкувер, @default_class, 5.153305392013863e-05, 144.0, 108.0
композиция, @default_class, 0.00021829974139109254, 610.0, 339.0
министерство, @default_class, 0.00022903579520061612, 640.0, 408.0
всероссийский, @default_class, 8.266761142294854e-05, 231.0, 171.0
юниор, @default_class, 3.149242184008472e-05, 88.0, 60.0
почта, @default_class, 9.054071415448561e-05, 253.0, 97.0
1999, @default_class, 0.000309198338072747, 864.0, 630.0
отыграть, @default_class, 3.256602940382436e-05, 91.0, 73.0
детский, @default_class, 0.00022903579520061612, 640.0, 430.0
хоккей, @default_class, 4.544929106486961e-05, 127.0, 79.0
кроме, @default_class, 0.0006624144734814763, 1851.0, 1358.0
читатель, @default_class, 3.9007660234346986e-05, 109.0, 78.0
комедия, @default_class, 5.010158201912418e-05, 140.0, 100.0
1796, @default_class, 4.8670106480130926e-05, 136.0, 125.0
окончательно, @default_class, 0.00011380216164980084, 318.0, 273.0
торонто, @default_class, 2.7555868655326776e-05, 77.0, 57.0
признать, @default_class, 0.0002480028197169304, 693.0, 531.0
обеспечить, @default_class, 8.982497820397839e-05, 251.0, 219.0
расследование, @default_class, 5.546960892388597e-05, 155.0, 124.0
83, @default_class, 2.7555868655326776e-05, 77.0, 74.0
8, @default_class, 0.0006731505272909999, 1881.0, 1360.0
еврейский, @default_class, 0.00010306610784027725, 288.0, 172.0
2000, @default_class, 0.0004226426244713366, 1181.0, 975.0
6-й, @default_class, 9.0182846179232e-05, 252.0, 183.0
погода, @default_class, 4.294421160011552e-05, 120.0, 84.0
опера, @default_class, 0.0001857337192632258, 519.0, 169.0
открыться, @default_class, 5.976402826490812e-05, 167.0, 137.0
дирижёр, @default_class, 3.972339618485421e-05, 111.0, 58.0
консерватория, @default_class, 6.548992678290233e-05, 183.0, 108.0
положить, @default_class, 7.33630295144394e-05, 205.0, 181.0
оперный, @default_class, 5.296452945913188e-05, 148.0, 87.0
убивать, @default_class, 8.409908332396299e-05, 235.0, 149.0
грудь, @default_class, 4.258634362486191e-05, 119.0, 99.0
казань, @default_class, 5.475386933539994e-05, 153.0, 101.0
вперёд, @default_class, 7.729958451818675e-05, 216.0, 147.0
овручский, @default_class, 0.00010306610784027725, 288.0, 135.0
пересечение, @default_class, 4.473355511436239e-05, 125.0, 91.0
1892, @default_class, 6.477418355643749e-05, 181.0, 140.0
доходить, @default_class, 4.258634362486191e-05, 119.0, 90.0
мастер, @default_class, 0.000258381012827158, 722.0, 473.0
египет, @default_class, 7.157368963817134e-05, 200.0, 123.0
уничтожать, @default_class, 3.149242184008472e-05, 88.0, 70.0
замок, @default_class, 0.00016748243069741875, 468.0, 211.0
широко, @default_class, 0.00016175652854144573, 452.0, 378.0
74, @default_class, 2.6124394935322925e-05, 73.0, 69.0
пограничный, @default_class, 3.3997501304838806e-05, 95.0, 72.0
визит, @default_class, 5.296452945913188e-05, 148.0, 100.0
конфедерация, @default_class, 3.0060948120080866e-05, 84.0, 50.0
1944, @default_class, 0.00043158934568054974, 1206.0, 605.0
земельный, @default_class, 5.654321284964681e-05, 158.0, 95.0
прямой, @default_class, 0.0002025535359280184, 566.0, 440.0
позиция, @default_class, 0.00036967810592614114, 1033.0, 609.0
исполнительный, @default_class, 9.0182846179232e-05, 252.0, 172.0
уэльс, @default_class, 6.799500260967761e-05, 190.0, 102.0
встречать, @default_class, 5.1175185944885015e-05, 143.0, 104.0
театральный, @default_class, 0.00014815753092989326, 414.0, 254.0
1854, @default_class, 4.938584243063815e-05, 138.0, 107.0
повод, @default_class, 9.483513713348657e-05, 265.0, 218.0
изредка, @default_class, 2.505079100956209e-05, 70.0, 65.0
штука, @default_class, 1.96827641048003e-05, 55.0, 50.0
стремление, @default_class, 4.258634362486191e-05, 119.0, 108.0
фундаментальный, @default_class, 2.5408658984815702e-05, 71.0, 61.0
ассоциация, @default_class, 0.00014386311522684991, 402.0, 258.0
унаследовать, @default_class, 4.723863457911648e-05, 132.0, 97.0
издаваться, @default_class, 4.4017819163855165e-05, 123.0, 110.0
молоко, @default_class, 4.4017819163855165e-05, 123.0, 63.0
кабинет, @default_class, 9.054071415448561e-05, 253.0, 157.0
католический, @default_class, 0.00015710423758719116, 439.0, 262.0
политик, @default_class, 6.119550380390137e-05, 171.0, 151.0
пол, @default_class, 0.00023404596140608191, 654.0, 406.0
графство, @default_class, 0.0002344038221053779, 655.0, 228.0
спрос, @default_class, 2.505079100956209e-05, 70.0, 54.0
1807, @default_class, 2.1829973775311373e-05, 61.0, 50.0
пермский, @default_class, 3.256602940382436e-05, 91.0, 52.0
эвакуация, @default_class, 5.010158201912418e-05, 140.0, 106.0
1802, @default_class, 3.9007660234346986e-05, 109.0, 75.0
сэр, @default_class, 4.187060767435469e-05, 117.0, 66.0
барон, @default_class, 4.652289499063045e-05, 130.0, 80.0
лето, @default_class, 0.0002780637878458947, 777.0, 615.0
одежда, @default_class, 0.00012596968736033887, 352.0, 227.0
доставка, @default_class, 3.686044874484651e-05, 103.0, 82.0
христианский, @default_class, 9.340366523247212e-05, 261.0, 172.0
называться, @default_class, 0.0003399750276003033, 950.0, 768.0
обязать, @default_class, 3.9007660234346986e-05, 109.0, 96.0
рак, @default_class, 6.226910772966221e-05, 174.0, 81.0
антонио, @default_class, 3.435536928009242e-05, 96.0, 70.0
доллар, @default_class, 0.00015102047473192215, 422.0, 242.0
официальный, @default_class, 0.000514256942551583, 1437.0, 1101.0
выполняться, @default_class, 3.757618469535373e-05, 105.0, 78.0
одесса, @default_class, 5.582747689913958e-05, 156.0, 79.0
обращаться, @default_class, 8.338334737345576e-05, 233.0, 186.0
показывать, @default_class, 0.00013312706141732633, 372.0, 310.0
персонаж, @default_class, 0.00027198001043871045, 760.0, 345.0
генри, @default_class, 7.837318844394758e-05, 219.0, 116.0
недалеко, @default_class, 9.483513713348657e-05, 265.0, 247.0
югославия, @default_class, 6.584779475815594e-05, 184.0, 105.0
банк, @default_class, 0.00013455853331834078, 376.0, 155.0
